lapTime_delta,position_delta,mapCollisions_total,shellsUsed_total,bananasUsed_total,mushroomsUsed_total,starsUsed_total,bananaHitsReceived_total,shellHitsReceived_total,player_type,aggressiveness,hit_ratio,powerup_efficiency
10.683,1.7,13,6,5,1,0,10,4,Chaotic,11,1.1666666666666667,0.7857142857142857
20.471,4.0,24,2,2,1,0,8,5,Clumsy,4,2.6,0.16
11.817,2.0,15,3,8,1,0,8,4,Aggressive,11,1.0,0.6875
9.298,1.9,9,7,5,0,0,5,4,Aggressive,12,0.6923076923076923,1.2
26.72,5.7,36,3,3,0,0,6,3,Clumsy,6,1.2857142857142858,0.16216216216216217
10.0,2.1,0,2,2,1,0,2,1,Conservative,4,0.6,4.0
25.385,4.6,2,2,0,1,0,1,1,Slow,2,0.6666666666666666,0.6666666666666666
29.041,5.0,4,2,0,0,0,0,2,Slow,2,0.6666666666666666,0.4
28.608,6.0,36,1,3,0,0,7,6,Clumsy,4,2.6,0.10810810810810811
10.413,2.0,11,3,6,3,0,4,4,Aggressive,9,0.8,0.75
22.994,4.3,1,1,2,0,0,2,0,Slow,3,0.5,1.5
13.031,2.6,15,7,4,1,0,4,4,Aggressive,11,0.6666666666666666,0.6875
40.0,5.8,10,1,0,0,0,0,0,Slow,1,0.0,0.09090909090909091
9.2,1.1,7,7,2,3,0,3,4,Aggressive,9,0.7,1.125
40.0,5.9,10,0,2,1,0,2,1,Slow,2,1.0,0.18181818181818182
17.439,4.1,21,2,1,0,0,3,4,Clumsy,3,1.75,0.13636363636363635
15.148,3.4,15,1,5,3,0,9,8,Chaotic,6,2.4285714285714284,0.375
16.461,3.4,6,2,1,1,0,0,0,Conservative,3,0.0,0.42857142857142855
13.712,3.0,18,4,3,0,0,6,6,Aggressive,7,1.5,0.3684210526315789
7.048,1.1,10,2,5,3,0,9,4,Chaotic,7,1.625,0.6363636363636364
11.141,2.0,0,0,2,1,0,0,1,Conservative,2,0.3333333333333333,2.0
26.106,5.0,1,1,1,0,0,0,2,Slow,2,0.6666666666666666,1.0
11.35,2.3,2,0,1,1,0,0,1,Conservative,1,0.5,0.3333333333333333
30.0,6.0,40,1,3,2,0,7,3,Clumsy,4,2.0,0.0975609756097561
21.888,4.8,28,3,1,0,0,8,5,Clumsy,4,2.6,0.13793103448275862
10.058,1.1,19,3,8,1,0,6,5,Aggressive,11,0.9166666666666666,0.55
25.088,5.1,36,0,1,2,0,8,5,Clumsy,1,6.5,0.02702702702702703
15.865,3.7,7,0,0,0,0,2,0,Conservative,0,2.0,0.0
33.733,5.5,5,2,2,1,0,0,1,Slow,4,0.2,0.6666666666666666
10.12,1.6,10,3,3,5,0,7,6,Aggressive,6,1.8571428571428572,0.5454545454545454
13.355,3.1,1,1,0,1,0,2,0,Conservative,1,1.0,0.5
16.523,2.7,17,0,6,0,0,8,6,Chaotic,6,2.0,0.3333333333333333
14.77,3.1,4,2,0,3,0,0,1,Conservative,2,0.3333333333333333,0.4
8.0,1.1,6,5,6,1,0,6,4,Aggressive,11,0.8333333333333334,1.5714285714285714
34.193,5.5,7,0,0,1,0,1,1,Slow,0,2.0,0.0
36.92,5.9,7,1,0,2,0,0,2,Slow,1,1.0,0.125
13.764,2.6,14,5,4,3,0,4,5,Chaotic,9,0.9,0.6
14.622,3.5,4,2,2,1,0,2,0,Conservative,4,0.4,0.8
21.618,5.1,3,2,0,2,0,0,0,Slow,2,0.0,0.5
39.899,6.0,7,1,2,2,0,2,0,Slow,3,0.5,0.375
33.875,5.3,5,0,1,0,0,2,2,Slow,1,2.0,0.16666666666666666
10.155,2.4,1,2,0,1,0,1,2,Conservative,2,1.0,1.0
25.992,5.8,38,0,1,2,0,6,3,Clumsy,1,4.5,0.02564102564102564
25.52,5.3,27,1,0,3,0,7,8,Chaotic,1,7.5,0.03571428571428571
10.325,1.7,11,1,7,4,0,4,4,Aggressive,8,0.8888888888888888,0.6666666666666666
12.811,1.0,10,7,2,3,0,10,8,Chaotic,9,1.8,0.8181818181818182
31.773,5.0,6,1,0,0,0,2,0,Slow,1,1.0,0.14285714285714285
12.531,3.0,2,2,0,3,0,0,0,Conservative,2,0.0,0.6666666666666666
25.66,5.0,26,1,5,1,0,3,6,Chaotic,6,1.2857142857142858,0.2222222222222222
8.604,1.0,8,6,4,2,0,8,3,Aggressive,10,1.0,1.1111111111111112
25.044,4.8,3,2,1,2,0,2,2,Slow,3,1.0,0.75
27.131,5.5,35,3,2,0,0,8,5,Clumsy,5,2.1666666666666665,0.1388888888888889
24.061,5.3,34,1,1,1,0,3,5,Clumsy,2,2.6666666666666665,0.05714285714285714
21.124,5.4,31,3,3,0,0,5,4,Clumsy,6,1.2857142857142858,0.1875
10.489,1.8,12,8,2,2,0,4,4,Aggressive,10,0.7272727272727273,0.7692307692307693
16.107,4.3,21,0,1,2,0,3,5,Clumsy,1,4.0,0.045454545454545456
15.469,3.4,5,2,1,3,0,2,0,Conservative,3,0.5,0.5
39.273,5.9,8,1,0,2,0,0,1,Slow,1,0.5,0.1111111111111111
32.738,5.3,5,0,0,0,0,0,2,Slow,0,2.0,0.0
14.017,2.9,4,1,1,0,0,1,1,Conservative,2,0.6666666666666666,0.4
29.632,4.7,4,2,1,0,0,1,2,Slow,3,0.75,0.6
26.727,5.5,39,1,3,1,0,8,3,Clumsy,4,2.2,0.1
23.384,4.2,1,0,2,2,0,2,0,Slow,2,0.6666666666666666,1.0
26.895,5.0,23,0,3,3,0,3,5,Chaotic,3,2.0,0.125
18.324,4.5,23,0,2,2,0,3,4,Clumsy,2,2.3333333333333335,0.08333333333333333
10.135,2.1,1,1,0,0,0,2,1,Conservative,1,1.5,0.5
8.0,1.0,5,7,3,0,0,7,5,Aggressive,10,1.0909090909090908,1.6666666666666667
16.745,4.0,6,0,1,3,0,1,1,Conservative,1,1.0,0.14285714285714285
21.354,4.1,1,0,2,1,0,0,1,Slow,2,0.3333333333333333,1.0
30.0,6.0,39,2,0,2,0,7,4,Clumsy,2,3.6666666666666665,0.05
11.568,2.4,3,1,1,2,0,0,0,Conservative,2,0.0,0.5
8.735,1.7,3,5,1,5,0,0,0,Pro,6,0.0,1.5
29.855,4.9,8,1,2,0,0,0,2,Slow,3,0.5,0.3333333333333333
13.021,2.7,16,7,5,0,0,3,5,Aggressive,12,0.6153846153846154,0.7058823529411765
11.421,2.3,2,2,1,3,0,0,0,Conservative,3,0.0,1.0
19.77,4.7,27,2,2,1,0,3,6,Clumsy,4,1.8,0.14285714285714285
13.139,2.8,16,6,3,3,0,5,3,Aggressive,9,0.8,0.5294117647058824
20.919,4.2,1,2,2,2,0,1,2,Slow,4,0.6,2.0
15.42,4.1,21,0,1,0,0,4,6,Clumsy,1,5.0,0.045454545454545456
9.248,2.4,8,6,5,1,0,5,3,Aggressive,11,0.6666666666666666,1.2222222222222223
12.972,2.7,18,5,6,1,0,7,5,Aggressive,11,1.0,0.5789473684210527
14.634,3.1,4,1,1,2,0,1,2,Conservative,2,1.0,0.4
9.937,1.7,6,0,0,5,0,1,2,Pro,0,3.0,0.0
13.123,2.7,14,5,3,4,0,4,6,Aggressive,8,1.1111111111111112,0.5333333333333333
7.642,1.1,1,2,2,4,0,0,0,Pro,4,0.0,2.0
9.829,1.8,8,4,5,3,0,5,6,Aggressive,9,1.1,1.0
28.663,4.8,5,2,2,0,0,0,2,Slow,4,0.4,0.6666666666666666
20.0,4.0,1,2,1,1,0,1,1,Slow,3,0.5,1.5
12.951,2.6,2,2,2,2,0,0,1,Conservative,4,0.2,1.3333333333333333
34.805,5.3,6,1,0,0,0,0,2,Slow,1,1.0,0.14285714285714285
27.63,5.1,26,3,2,4,0,3,4,Chaotic,5,1.1666666666666667,0.18518518518518517
20.0,4.0,1,2,0,2,0,2,0,Slow,2,0.6666666666666666,1.0
30.408,5.2,6,2,1,0,0,0,0,Slow,3,0.0,0.42857142857142855
7.404,1.3,2,0,2,2,0,1,2,Pro,2,1.0,0.6666666666666666
30.373,4.9,43,1,0,1,0,3,5,Clumsy,1,4.0,0.022727272727272728
13.128,3.0,17,3,6,3,0,7,6,Aggressive,9,1.3,0.5
24.861,4.8,3,1,1,0,0,0,0,Slow,2,0.0,0.5
26.296,5.3,34,3,3,0,0,8,6,Clumsy,6,2.0,0.17142857142857143
18.306,4.1,18,2,4,3,0,7,3,Chaotic,6,1.4285714285714286,0.3157894736842105
11.773,2.4,12,7,4,1,0,7,6,Aggressive,11,1.0833333333333333,0.8461538461538461
23.203,5.2,33,1,2,2,0,4,3,Clumsy,3,1.75,0.08823529411764706
10.627,2.1,11,4,7,1,0,5,4,Aggressive,11,0.75,0.9166666666666666
26.585,4.9,23,7,3,1,0,10,7,Chaotic,10,1.5454545454545454,0.4166666666666667
28.815,6.0,37,3,2,1,0,7,4,Clumsy,5,1.8333333333333333,0.13157894736842105
20.435,5.0,30,2,1,0,0,5,6,Clumsy,3,2.75,0.0967741935483871
14.911,3.5,5,0,1,3,0,2,0,Conservative,1,1.0,0.16666666666666666
27.047,5.6,36,2,0,2,0,3,5,Clumsy,2,2.6666666666666665,0.05405405405405406
21.622,5.1,30,1,0,1,0,6,6,Clumsy,1,6.0,0.03225806451612903
40.0,5.9,9,0,1,0,0,2,1,Slow,1,1.5,0.1
31.367,5.4,23,0,3,0,0,7,5,Clumsy,3,3.0,0.125
11.695,2.8,3,0,2,3,0,0,1,Conservative,2,0.3333333333333333,0.5
32.171,5.0,7,1,0,2,0,0,1,Slow,1,0.5,0.125
27.39,6.0,24,4,0,0,0,6,6,Chaotic,4,2.4,0.16
19.815,5.0,27,3,0,0,0,6,4,Clumsy,3,2.5,0.10714285714285714
33.294,4.8,10,5,5,2,0,9,7,Chaotic,10,1.4545454545454546,0.9090909090909091
14.473,3.2,18,4,6,2,0,6,6,Aggressive,10,1.0909090909090908,0.5263157894736842
10.713,1.8,10,8,4,0,0,6,5,Aggressive,12,0.8461538461538461,1.0909090909090908
12.247,4.2,18,0,0,1,0,3,6,Clumsy,0,9.0,0.0
20.309,4.6,28,0,1,2,0,6,6,Clumsy,1,6.0,0.034482758620689655
17.939,3.4,18,5,4,3,0,10,3,Chaotic,9,1.3,0.47368421052631576
26.963,4.7,2,2,2,1,0,2,1,Slow,4,0.6,1.3333333333333333
13.509,2.9,5,0,2,1,0,2,2,Conservative,2,1.3333333333333333,0.3333333333333333
20.674,4.1,0,1,0,2,0,2,1,Slow,1,1.5,1.0
10.0,2.0,1,0,0,2,0,2,2,Conservative,0,4.0,0.0
11.485,2.0,10,8,0,0,0,6,3,Chaotic,8,1.0,0.7272727272727273
13.134,3.0,4,2,2,1,0,1,0,Conservative,4,0.2,0.8
20.067,5.0,28,2,2,2,0,3,5,Clumsy,4,1.6,0.13793103448275862
35.622,5.6,9,1,2,0,0,2,1,Slow,3,0.75,0.3
16.635,3.7,7,0,2,3,0,1,0,Conservative,2,0.3333333333333333,0.25
7.776,1.3,1,5,1,0,0,1,1,Pro,6,0.2857142857142857,3.0
12.88,1.2,4,6,3,3,0,5,5,Aggressive,9,1.0,1.8
24.623,5.7,33,2,1,2,0,3,4,Clumsy,3,1.75,0.08823529411764706
29.949,4.9,5,2,2,0,0,0,2,Slow,4,0.4,0.6666666666666666
35.337,6.0,8,0,0,1,0,0,2,Slow,0,2.0,0.0
36.031,5.4,9,1,1,1,0,2,2,Slow,2,1.3333333333333333,0.2
13.346,3.0,17,7,5,0,0,4,4,Aggressive,12,0.6153846153846154,0.6666666666666666
8.0,1.0,6,1,7,4,0,5,6,Aggressive,8,1.2222222222222223,1.1428571428571428
8.367,1.2,8,6,3,3,0,3,6,Aggressive,9,0.9,1.0
9.992,1.7,9,7,3,1,0,6,6,Aggressive,10,1.0909090909090908,1.0
26.699,4.5,23,0,5,2,0,4,5,Chaotic,5,1.5,0.20833333333333334
26.625,5.6,35,0,2,0,0,5,4,Clumsy,2,3.0,0.05555555555555555
12.204,2.5,12,4,3,3,0,4,4,Aggressive,7,1.0,0.5384615384615384
29.311,5.9,40,0,2,1,0,6,5,Clumsy,2,3.6666666666666665,0.04878048780487805
14.0,3.0,17,7,3,0,0,8,3,Aggressive,10,1.0,0.5555555555555556
10.853,2.0,13,6,6,0,0,5,5,Aggressive,12,0.7692307692307693,0.8571428571428571
18.389,4.5,27,1,2,1,0,3,4,Clumsy,3,1.75,0.10714285714285714
27.427,4.9,4,0,0,2,0,0,2,Slow,0,2.0,0.0
17.902,4.0,7,1,1,2,0,2,2,Conservative,2,1.3333333333333333,0.25
10.969,2.2,13,5,6,1,0,7,5,Aggressive,11,1.0,0.7857142857142857
28.099,5.9,31,1,0,1,0,6,6,Clumsy,1,6.0,0.03125
36.233,5.8,7,1,0,0,0,2,2,Slow,1,2.0,0.125
26.502,5.5,31,3,0,2,0,4,4,Clumsy,3,2.0,0.09375
9.574,1.6,8,6,2,4,0,6,4,Aggressive,8,1.1111111111111112,0.8888888888888888
16.37,3.6,7,1,1,2,0,2,1,Conservative,2,1.0,0.25
20.75,4.7,1,1,0,1,0,0,2,Slow,1,1.0,0.5
20.721,4.0,0,1,1,1,0,1,2,Slow,2,1.0,2.0
32.383,5.4,6,2,0,1,0,2,0,Slow,2,0.6666666666666666,0.2857142857142857
25.397,5.3,31,2,1,1,0,3,4,Clumsy,3,1.75,0.09375
34.532,5.4,7,0,1,1,0,2,2,Slow,1,2.0,0.125
14.827,3.4,4,2,2,3,0,0,2,Conservative,4,0.4,0.8
15.98,2.7,17,3,2,4,0,6,6,Chaotic,5,2.0,0.2777777777777778
10.504,2.0,1,2,1,2,0,1,2,Conservative,3,0.75,1.5
30.95,4.5,6,1,1,2,0,2,2,Slow,2,1.3333333333333333,0.2857142857142857
27.478,5.1,24,6,5,1,0,4,5,Chaotic,11,0.75,0.44
14.016,2.0,11,6,1,0,0,4,3,Chaotic,7,0.875,0.5833333333333334
26.403,5.2,43,2,1,2,0,5,6,Clumsy,3,2.75,0.06818181818181818
24.199,4.7,24,8,1,1,0,4,4,Chaotic,9,0.8,0.36
38.593,5.8,9,2,1,2,0,1,0,Slow,3,0.25,0.3
13.2,2.1,12,8,0,4,0,3,3,Chaotic,8,0.6666666666666666,0.6153846153846154
20.497,5.1,26,2,0,1,0,7,3,Clumsy,2,3.3333333333333335,0.07407407407407407
11.634,2.4,14,7,5,0,0,8,6,Aggressive,12,1.0769230769230769,0.8
14.946,3.2,6,2,1,0,0,2,2,Conservative,3,1.0,0.42857142857142855
35.527,5.6,6,2,0,1,0,1,2,Slow,2,1.0,0.2857142857142857
7.369,1.1,0,4,0,4,0,2,2,Pro,4,0.8,4.0
22.349,4.9,32,2,1,1,0,5,4,Clumsy,3,2.25,0.09090909090909091
31.33,5.2,6,0,2,2,0,2,2,Slow,2,1.3333333333333333,0.2857142857142857
11.581,2.2,3,2,1,3,0,0,1,Conservative,3,0.25,0.75
14.994,3.7,5,1,0,0,0,1,2,Conservative,1,1.5,0.16666666666666666
16.497,3.5,6,1,1,3,0,1,0,Conservative,2,0.3333333333333333,0.2857142857142857
30.785,5.3,7,0,1,1,0,2,1,Slow,1,1.5,0.125
12.699,1.9,14,3,7,2,0,3,7,Chaotic,10,0.9090909090909091,0.6666666666666666
14.454,4.0,20,0,0,2,0,7,4,Clumsy,0,11.0,0.0
16.929,3.4,7,1,2,0,0,0,1,Conservative,3,0.25,0.375
10.0,2.0,0,1,2,1,0,0,1,Conservative,3,0.25,3.0
31.217,5.2,4,2,0,0,0,2,2,Slow,2,1.3333333333333333,0.4
36.381,5.5,8,1,0,0,0,0,2,Slow,1,1.0,0.1111111111111111
17.88,4.5,17,1,3,0,0,6,6,Clumsy,4,2.4,0.2222222222222222
38.304,5.8,8,0,0,1,0,0,0,Slow,0,0.0,0.0
10.31,1.9,5,0,2,0,0,0,2,Pro,2,0.6666666666666666,0.3333333333333333
10.852,2.2,2,0,2,3,0,0,0,Conservative,2,0.0,0.6666666666666666
11.786,2.4,2,0,1,2,0,1,1,Conservative,1,1.0,0.3333333333333333
34.694,4.1,5,1,2,1,0,1,1,Slow,3,0.5,0.5
19.151,3.7,19,4,4,4,0,8,8,Chaotic,8,1.7777777777777777,0.4
13.656,3.2,5,2,0,2,0,2,1,Conservative,2,1.0,0.3333333333333333
26.86,5.7,34,3,2,0,0,7,3,Clumsy,5,1.6666666666666667,0.14285714285714285
19.565,5.9,17,4,5,3,0,6,3,Chaotic,9,0.9,0.5
34.796,5.6,8,2,2,2,0,0,1,Slow,4,0.2,0.4444444444444444
37.547,5.8,8,0,1,0,0,2,0,Slow,1,1.0,0.1111111111111111
36.621,5.8,9,1,1,1,0,1,2,Slow,2,1.0,0.2
14.0,4.0,20,0,2,2,0,5,5,Clumsy,2,3.3333333333333335,0.09523809523809523
12.074,2.5,19,3,3,4,0,3,3,Aggressive,6,0.8571428571428571,0.3
26.215,5.1,38,3,1,1,0,4,6,Clumsy,4,2.0,0.10256410256410256
18.113,3.2,18,6,1,5,0,3,4,Chaotic,7,0.875,0.3684210526315789
37.944,5.9,8,0,0,2,0,0,0,Slow,0,0.0,0.0
35.755,5.5,6,0,0,0,0,2,2,Slow,0,4.0,0.0
15.796,3.5,6,1,1,0,0,1,0,Conservative,2,0.3333333333333333,0.2857142857142857
20.0,4.1,1,0,0,2,0,2,2,Slow,0,4.0,0.0
21.006,4.0,0,0,1,1,0,1,1,Slow,1,1.0,1.0
9.14,1.1,12,5,5,2,0,7,5,Aggressive,10,1.0909090909090908,0.7692307692307693
32.039,5.3,6,2,2,2,0,1,1,Slow,4,0.4,0.5714285714285714
11.421,2.0,11,3,5,4,0,8,4,Aggressive,8,1.3333333333333333,0.6666666666666666
27.207,5.5,3,2,0,1,0,1,1,Slow,2,0.6666666666666666,0.5
20.742,4.1,0,2,2,0,0,1,1,Slow,4,0.4,4.0
39.146,6.0,10,2,2,1,0,2,2,Slow,4,0.8,0.36363636363636365
7.13,1.7,6,3,6,3,0,3,5,Aggressive,9,0.8,1.2857142857142858
25.346,5.3,34,3,0,1,0,5,6,Clumsy,3,2.75,0.08571428571428572
13.855,3.0,4,0,1,1,0,1,1,Conservative,1,1.0,0.2
8.903,2.1,12,2,0,1,0,10,3,Chaotic,2,4.333333333333333,0.15384615384615385
30.0,6.0,36,0,0,0,0,3,4,Clumsy,0,7.0,0.0
15.067,3.4,6,1,1,3,0,0,2,Conservative,2,0.6666666666666666,0.2857142857142857
7.308,1.0,0,0,1,4,0,1,2,Pro,1,1.5,1.0
20.973,4.0,1,0,0,2,0,2,1,Slow,0,3.0,0.0
21.313,4.9,28,0,2,1,0,7,4,Clumsy,2,3.6666666666666665,0.06896551724137931
27.556,5.2,19,1,0,2,0,4,6,Clumsy,1,5.0,0.05
15.303,3.7,8,2,2,2,0,2,2,Conservative,4,0.8,0.4444444444444444
9.617,1.6,9,5,3,4,0,8,4,Aggressive,8,1.3333333333333333,0.8
26.191,5.5,36,1,3,0,0,8,4,Clumsy,4,2.4,0.10810810810810811
11.947,2.1,14,8,4,0,0,6,5,Aggressive,12,0.8461538461538461,0.8
9.116,1.5,9,4,5,3,0,3,5,Aggressive,9,0.8,0.9
12.458,2.6,15,6,2,4,0,6,3,Aggressive,8,1.0,0.5
20.0,4.0,0,0,2,1,0,0,1,Slow,2,0.3333333333333333,2.0
17.949,4.5,25,0,2,0,0,8,5,Clumsy,2,4.333333333333333,0.07692307692307693
23.506,5.3,28,3,0,1,0,4,3,Clumsy,3,1.75,0.10344827586206896
31.039,5.1,6,0,2,0,0,2,1,Slow,2,1.0,0.2857142857142857
7.0,1.1,0,3,0,1,0,1,2,Pro,3,0.75,3.0
12.538,2.0,12,7,4,0,0,3,3,Chaotic,11,0.5,0.8461538461538461
25.625,5.3,34,0,1,0,0,8,5,Clumsy,1,6.5,0.02857142857142857
40.0,6.0,9,0,1,0,0,2,0,Slow,1,1.0,0.1
19.162,4.6,22,1,3,2,0,4,4,Clumsy,4,1.6,0.17391304347826086
11.015,2.6,1,2,2,1,0,0,2,Conservative,4,0.4,2.0
10.057,1.7,10,4,3,2,0,8,5,Aggressive,7,1.625,0.6363636363636364
16.002,3.3,5,2,2,2,0,0,2,Conservative,4,0.4,0.6666666666666666
15.398,2.5,17,1,5,3,0,10,8,Chaotic,6,2.5714285714285716,0.3333333333333333
8.552,1.4,2,1,2,3,0,1,2,Pro,3,0.75,1.0
26.3,4.5,4,0,0,0,0,0,0,Slow,0,0.0,0.0
37.786,5.9,9,0,2,2,0,2,2,Slow,2,1.3333333333333333,0.2
26.773,5.6,35,0,2,0,0,5,4,Clumsy,2,3.0,0.05555555555555555
10.878,2.0,1,1,0,2,0,2,2,Conservative,1,2.0,0.5
22.172,5.1,30,1,1,0,0,4,5,Clumsy,2,3.0,0.06451612903225806
20.0,4.1,0,1,2,2,0,2,1,Slow,3,0.75,3.0
12.419,2.3,14,6,5,1,0,3,3,Aggressive,11,0.5,0.7333333333333333
35.961,5.8,8,0,0,1,0,2,1,Slow,0,3.0,0.0
22.643,5.3,29,1,2,2,0,5,6,Clumsy,3,2.75,0.1
37.943,5.6,9,2,2,0,0,1,2,Slow,4,0.6,0.4
18.16,4.7,26,3,3,0,0,5,4,Clumsy,6,1.2857142857142858,0.2222222222222222
29.855,6.0,38,1,0,2,0,5,5,Clumsy,1,5.0,0.02564102564102564
30.0,6.0,28,5,5,2,0,7,8,Chaotic,10,1.3636363636363635,0.3448275862068966
10.188,2.3,0,1,1,3,0,0,1,Conservative,2,0.3333333333333333,2.0
18.134,3.5,19,4,3,3,0,5,7,Chaotic,7,1.5,0.35
12.422,2.6,2,1,0,1,0,0,0,Conservative,1,0.0,0.3333333333333333
16.115,3.7,6,0,1,1,0,0,1,Conservative,1,0.5,0.14285714285714285
23.09,4.5,2,1,1,2,0,0,2,Slow,2,0.6666666666666666,0.6666666666666666
21.6,4.5,31,3,2,1,0,8,6,Clumsy,5,2.3333333333333335,0.15625
29.118,6.0,39,2,3,1,0,4,5,Clumsy,5,1.5,0.125
23.082,4.3,2,0,2,2,0,2,1,Slow,2,1.0,0.6666666666666666
14.941,3.4,6,1,0,0,0,1,1,Conservative,1,1.0,0.14285714285714285
12.688,2.6,3,0,0,1,0,0,2,Conservative,0,2.0,0.0
21.585,5.3,30,3,3,0,0,7,4,Clumsy,6,1.5714285714285714,0.1935483870967742
10.828,3.1,14,4,4,2,0,5,3,Aggressive,8,0.8888888888888888,0.5333333333333333
7.272,1.1,1,2,1,4,0,1,0,Pro,3,0.25,1.5
11.863,2.8,2,2,0,1,0,0,0,Conservative,2,0.0,0.6666666666666666
17.107,3.6,7,2,0,0,0,0,0,Conservative,2,0.0,0.25
20.559,4.1,1,2,1,0,0,1,1,Slow,3,0.5,1.5
14.479,2.8,3,1,2,2,0,2,1,Conservative,3,0.75,0.75
24.806,4.4,3,2,0,1,0,2,2,Slow,2,1.3333333333333333,0.5
8.303,2.7,8,5,5,0,0,5,6,Aggressive,10,1.0,1.1111111111111112
16.464,3.5,6,2,2,3,0,1,2,Conservative,4,0.6,0.5714285714285714
30.0,6.0,39,1,0,2,0,4,6,Clumsy,1,5.0,0.025
20.0,4.2,1,0,1,0,0,0,2,Slow,1,1.0,0.5
11.197,2.0,11,6,3,3,0,6,6,Aggressive,9,1.2,0.75
22.364,4.9,29,2,2,0,0,6,6,Clumsy,4,2.4,0.13333333333333333
26.551,5.9,37,2,0,2,0,8,3,Clumsy,2,3.6666666666666665,0.05263157894736842
12.354,2.2,2,0,1,1,0,1,2,Conservative,1,1.5,0.3333333333333333
19.548,4.8,27,1,3,1,0,8,6,Clumsy,4,2.8,0.14285714285714285
7.461,1.0,0,3,0,2,0,1,1,Pro,3,0.5,3.0
12.526,3.3,7,4,7,1,0,8,3,Aggressive,11,0.9166666666666666,1.375
23.345,5.3,28,3,2,2,1,6,3,Clumsy,5,1.5,0.1724137931034483
33.018,5.1,6,1,2,0,0,0,0,Slow,3,0.0,0.42857142857142855
8.853,1.0,7,4,6,2,0,4,3,Aggressive,10,0.6363636363636364,1.25
23.162,5.1,33,1,2,0,0,5,4,Clumsy,3,2.25,0.08823529411764706
25.856,4.0,4,1,1,2,0,1,0,Slow,2,0.3333333333333333,0.4
10.0,2.0,0,2,1,1,0,0,2,Conservative,3,0.5,3.0
14.0,3.0,16,5,3,2,0,6,6,Aggressive,8,1.3333333333333333,0.47058823529411764
15.802,3.5,6,0,1,1,0,0,2,Conservative,1,1.0,0.14285714285714285
10.698,1.9,6,0,2,4,0,1,0,Pro,2,0.3333333333333333,0.2857142857142857
12.278,2.4,15,4,7,1,0,6,4,Aggressive,11,0.8333333333333334,0.6875
23.18,4.9,34,1,1,0,0,4,3,Clumsy,2,2.3333333333333335,0.05714285714285714
17.05,3.4,8,0,0,1,1,0,0,Conservative,0,0.0,0.0
20.0,4.0,0,2,1,1,0,0,0,Slow,3,0.0,3.0
28.162,5.0,6,2,1,0,0,1,2,Slow,3,0.75,0.42857142857142855
27.579,4.8,6,1,2,2,0,2,0,Slow,3,0.5,0.42857142857142855
9.804,4.1,1,0,2,1,0,1,0,Conservative,2,0.3333333333333333,1.0
15.454,2.1,15,4,1,1,0,3,7,Chaotic,5,1.6666666666666667,0.3125
18.28,3.7,20,5,1,3,0,3,7,Chaotic,6,1.4285714285714286,0.2857142857142857
20.139,4.3,20,0,5,5,0,8,3,Chaotic,5,1.8333333333333333,0.23809523809523808
7.542,2.7,12,3,5,4,0,5,4,Aggressive,8,1.0,0.6153846153846154
15.721,3.0,5,1,1,0,0,0,1,Conservative,2,0.3333333333333333,0.3333333333333333
14.616,3.4,4,0,2,1,0,2,1,Conservative,2,1.0,0.4
8.849,3.7,6,0,1,1,0,0,1,Conservative,1,0.5,0.14285714285714285
23.579,4.3,3,0,2,2,0,0,2,Slow,2,0.6666666666666666,0.5
37.095,5.5,8,1,2,2,0,1,2,Slow,3,0.75,0.3333333333333333
23.642,5.0,35,1,2,1,0,4,4,Clumsy,3,2.0,0.08333333333333333
11.997,2.2,13,8,3,0,0,6,5,Aggressive,11,0.9166666666666666,0.7857142857142857
11.208,2.6,2,2,1,0,0,1,0,Conservative,3,0.25,1.0
16.712,4.4,31,1,1,2,0,3,3,Clumsy,2,2.0,0.0625
23.012,4.9,34,0,2,2,0,6,3,Clumsy,2,3.0,0.05714285714285714
24.53,4.3,2,1,1,0,0,2,2,Slow,2,1.3333333333333333,0.6666666666666666
11.473,2.5,2,1,2,1,0,2,0,Conservative,3,0.5,1.0
40.0,5.9,10,0,0,0,0,0,0,Slow,0,0.0,0.0
24.927,5.5,30,0,3,1,0,4,6,Clumsy,3,2.5,0.0967741935483871
21.003,4.1,2,0,2,0,0,2,1,Slow,2,1.0,0.6666666666666666
14.21,2.6,6,1,2,2,0,1,1,Conservative,3,0.5,0.42857142857142855
17.899,3.6,21,4,7,1,0,7,6,Chaotic,11,1.0833333333333333,0.5
11.55,1.3,13,2,2,3,0,7,3,Chaotic,4,2.0,0.2857142857142857
22.736,5.4,32,3,1,1,0,6,5,Clumsy,4,2.2,0.12121212121212122
27.466,4.9,4,1,0,2,0,0,2,Slow,1,1.0,0.2
9.473,1.3,9,3,3,1,0,7,3,Aggressive,6,1.4285714285714286,0.6
15.88,3.3,5,1,2,1,0,1,1,Conservative,3,0.5,0.5
33.433,5.3,8,0,2,1,0,0,2,Slow,2,0.6666666666666666,0.2222222222222222
20.157,4.4,26,1,1,1,0,6,5,Clumsy,2,3.6666666666666665,0.07407407407407407
11.619,1.8,14,4,5,0,0,4,5,Aggressive,9,0.9,0.6
15.004,3.5,4,1,0,3,0,2,2,Conservative,1,2.0,0.2
26.432,5.5,37,2,3,2,0,6,5,Clumsy,5,1.8333333333333333,0.13157894736842105
13.916,2.2,16,2,8,2,0,3,3,Chaotic,10,0.5454545454545454,0.5882352941176471
